Est Number,Reporting Area,Premise Name,Premise Address 1,Inspection Type,Score,Inspection Date,Violation List,Followup Required
34110,607,SPEEDWAY #9596,246 SOUTHLAND DR,1,97,4-Nov-13,  23  26,NO
34110,607,SPEEDWAY #9596,246 SOUTHLAND DR,1,100,5-May-14,,NO
32321,607,SPEEDWAY #9621,2490 NICHOLASVILLE RD,1,100,5-Jun-13,,NO
32321,607,SPEEDWAY #9621,2490 NICHOLASVILLE RD,1,100,26-Nov-13,,NO
46766,607,SPEEDWAY #9651,5360 ATHENS-BOONESBORO ROAD,1,95,8-Oct-13,   4  19  26,NO
46766,607,SPEEDWAY #9651,5360 ATHENS-BOONESBORO ROAD,1,98,7-Apr-14,27,NO
32314,607,SPEEDWAY #9658,900 WINCHESTER RD,1,96,19-Jul-13,  19  20  26,NO
32314,607,SPEEDWAY #9658,900 WINCHESTER RD,1,94,5-Feb-14,  13  20  23  32,YES
32314,607,SPEEDWAY #9658,900 WINCHESTER RD,2,97,19-Feb-14,  23  34,NO
32315,607,SPEEDWAY #9667,716 NORTH BROADWAY,1,98,11-Jul-13,34,NO
32315,607,SPEEDWAY #9667,716 NORTH BROADWAY,1,97,3-Apr-14,  15  19  20,NO
32316,607,SPEEDWAY #9675,819 S LIMESTONE ST,1,98,15-Aug-13,27,NO
32316,607,SPEEDWAY #9675,819 S LIMESTONE ST,1,98,22-Jan-14,26,NO
32324,607,SPEEDWAY #9677,1401 LEESTOWN RD,1,93,24-Jul-13,  12  19  26  30  31,NO
32324,607,SPEEDWAY #9677,1401 LEESTOWN RD,1,95,14-Jan-14,  12  26  31,NO
40915,607,SPEEDWAY #9699,803 SOUTH BROADWAY,1,100,12-Aug-13,,NO
40915,607,SPEEDWAY #9699,803 SOUTH BROADWAY,1,98,25-Feb-14,  31  32,NO
32318,607,SPEEDWAY #9704,447 NEW CIRCLE ROAD,1,99,12-Nov-13,19,NO
32318,607,SPEEDWAY #9704,447 NEW CIRCLE ROAD,1,97,30-Apr-14,  12  30,NO
48258,607,SPEEDWAY #9728,3660 BOSTON RD,1,95,6-Sep-13,  15  19  26  31,NO
48258,607,SPEEDWAY #9728,3660 BOSTON RD,1,97,11-Feb-14,  15  19  31,NO
32285,605,SPINDLETOP RESTAURANT,3414 IRON WORKS PIKE,1,93,29-Oct-13,   1  15  19  23,NO
32285,605,SPINDLETOP RESTAURANT,3414 IRON WORKS PIKE,2,97,29-Oct-13,  15  19  23,NO
32285,605,SPINDLETOP RESTAURANT,3414 IRON WORKS PIKE,1,98,18-Apr-14,  15  19,NO
32286,605,SPINDLETOP SNACK BAR,3414 IRON WORKS PIKE,1,99,21-Jun-13,19,NO
32286,605,SPINDLETOP SNACK BAR,3414 IRON WORKS PIKE,1,100,20-Nov-13,,NO
72949,605,SPRING HILL SUITES,863 S BROADWAY ST,1,100,13-Aug-13,,NO
72949,605,SPRING HILL SUITES,863 S BROADWAY ST,1,100,19-Feb-14,,NO
32289,605,SPRING VALLEY GOLF CLUB,2300 SANDERSVILLE ROAD,1,100,20-Jun-13,,NO
32289,605,SPRING VALLEY GOLF CLUB,2300 SANDERSVILLE ROAD,1,98,20-Dec-13,8,NO
32292,605,SPUDS TAVERN,"3130 PIMLICO PARKWAY, STE. 101",1,96,8-Aug-13,17,NO
32292,605,SPUDS TAVERN,"3130 PIMLICO PARKWAY, STE. 101",2,100,8-Aug-13,,NO
32292,605,SPUDS TAVERN,"3130 PIMLICO PARKWAY, STE. 101",1,92,28-Apr-14,  12  17  18  19,YES
32292,605,SPUDS TAVERN,"3130 PIMLICO PARKWAY, STE. 101",2,99,9-May-14,15,NO
35978,605,SQUIRES ELEMENTARY SCHOOL,3337 SQUIRES OAK DR,1,100,2-Oct-13,,NO
35978,605,SQUIRES ELEMENTARY SCHOOL,3337 SQUIRES OAK DR,1,100,26-Mar-14,,NO
31365,605,ST. JOSEPH EAST-DIETARY DEPT.,ONE ST. JOSEPH DRIVE,1,98,3-Jun-13,  18  20,NO
31365,605,ST. JOSEPH EAST-DIETARY DEPT.,ONE ST. JOSEPH DRIVE,1,100,30-Dec-13,,NO
32295,605,ST. JOSEPH HOSPITAL,1 ST. JOSEPH DRIVE,1,100,5-Dec-13,,NO
32483,605,ST. JOSEPH'S HOSP. CHILDREN'S CNTR,533 WALLER AVE,1,100,31-Jul-13,,NO
32483,605,ST. JOSEPH'S HOSP. CHILDREN'S CNTR,533 WALLER AVE,1,100,22-Jan-14,,NO
83259,605,ST. LUKE UNITED METHODIST CHURCH,2351 ALUMNI DRIVE,1,100,18-Jul-13,,NO
83259,605,ST. LUKE UNITED METHODIST CHURCH,2351 ALUMNI DRIVE,1,100,30-Jan-14,,NO
63115,605,ST. PETER & PAUL SCHOOL,423 W  SHORT ST,1,98,26-Sep-13,8,NO
63115,605,ST. PETER & PAUL SCHOOL,423 W  SHORT ST,1,98,20-Feb-14,8,NO
32299,605,ST. PETER AND PAUL SCHOOL,133 BARR ST,1,100,24-Oct-13,,NO
32299,605,ST. PETER AND PAUL SCHOOL,133 BARR ST,1,99,10-Apr-14,15,NO
75014,605,STARBUCKS,870 S. BROADWAY,1,100,29-Aug-13,,NO
75014,605,STARBUCKS,870 S. BROADWAY,1,100,31-Jan-14,,NO
76014,605,STARBUCKS,"3401 NICHOLASVILLE RD., PK11",1,100,3-Sep-13,,NO
76014,605,STARBUCKS,"3401 NICHOLASVILLE RD., PK11",1,100,12-Feb-14,,NO
76237,605,STARBUCKS, WILLIAM T. YOUNG LIBRARY - UK,1,100,1-Oct-13,,NO
76237,605,STARBUCKS, WILLIAM T. YOUNG LIBRARY - UK,1,100,7-Mar-14,,NO
79540,605,STARBUCKS,2320 ELKHORN ROAD,1,98,12-Sep-13,12,NO
79540,605,STARBUCKS,2320 ELKHORN ROAD,1,94,26-Feb-14,  12  13  18,NO
79540,605,STARBUCKS,2320 ELKHORN ROAD,1,95,11-Mar-14,  12  13,NO
79540,605,STARBUCKS,2320 ELKHORN ROAD,2,95,19-Mar-14,  12  13,YES
79540,605,STARBUCKS,2320 ELKHORN ROAD,2,95,26-Mar-14,  12  13,YES
79540,605,STARBUCKS,2320 ELKHORN ROAD,2,98,2-Apr-14,12,NO
80355,605,STARBUCKS,UK STUDENT CENTER,1,100,4-Oct-13,,NO
80355,605,STARBUCKS,UK STUDENT CENTER,1,100,14-Mar-14,,NO
93177,605,STARBUCKS,1940 PAVILLION WAY,1,100,10-Jun-13,,NO
93177,605,STARBUCKS,1940 PAVILLION WAY,1,100,10-Jul-13,,NO
93177,605,STARBUCKS,1940 PAVILLION WAY,1,100,27-Jan-14,,NO
93177,605,STARBUCKS,1940 PAVILLION WAY,1,100,27-Mar-14,,NO
68790,607,STARBUCKS #2687,808 E HIGH ST,1,100,17-Dec-13,,NO
68280,605,STARBUCKS @ COMMONS MARKET, MEZZANINE@COMMONS MARKET,1,100,7-Oct-13,,NO
68280,605,STARBUCKS @ COMMONS MARKET, MEZZANINE@COMMONS MARKET,1,100,26-Mar-14,,NO
82565,605,STARBUCKS @ KROGERS,3101 RICHMOND ROAD,1,98,23-Oct-13,16,NO
82565,605,STARBUCKS @ KROGERS,3101 RICHMOND ROAD,1,95,1-May-14,11,NO
82565,605,STARBUCKS @ KROGERS,3101 RICHMOND ROAD,2,100,1-May-14,,NO
72266,605,STARBUCKS @ KY CLINIC,700 S. LIMESTONE,1,98,30-Sep-13,16,NO
72266,605,STARBUCKS @ KY CLINIC,700 S. LIMESTONE,1,100,7-Mar-14,,NO
76236,605,STARBUCKS COFFE COMPANY,"2320 VERSAILLES RD., STE. 100",1,100,8-Aug-13,,NO
76236,605,STARBUCKS COFFE COMPANY,"2320 VERSAILLES RD., STE. 100",1,97,10-Feb-14,  18  26,NO
74491,605,STARBUCKS COFFEE,3809 DYLAN PLACE,1,99,4-Nov-13,20,NO
74491,605,STARBUCKS COFFEE,3809 DYLAN PLACE,1,100,21-Apr-14,,NO
75419,605,STARBUCKS COFFEE,2700 WILHITE DRIVE,1,98,30-Oct-13,12,NO
75419,605,STARBUCKS COFFEE,2700 WILHITE DRIVE,1,96,6-May-14,   8  26,NO
67828,605,STARBUCKS COFFEE # 2608,325 W. MAIN STREET,1,93,31-Oct-13,  12  21,YES
67828,605,STARBUCKS COFFEE # 2608,325 W. MAIN STREET,2,98,13-Nov-13,12,NO
67828,605,STARBUCKS COFFEE # 2608,325 W. MAIN STREET,1,98,2-May-14,  15  18,NO
71970,605,STARBUCKS COFFEE #7931,2703 RICHMOND RD,1,92,9-Aug-13,  11  12  23,NO
71970,605,STARBUCKS COFFEE #7931,2703 RICHMOND RD,2,97,9-Aug-13,  12  23,NO
71970,605,STARBUCKS COFFEE #7931,2703 RICHMOND RD,1,99,18-Feb-14,23,NO
71831,605,STARBUCKS COFFEE #8734,1869 PLAUDIT PLACE STE 110,1,100,13-Aug-13,,NO
71831,605,STARBUCKS COFFEE #8734,1869 PLAUDIT PLACE STE 110,1,100,6-Mar-14,,NO
48277,605,STEAK EXPRESS,125 SOUTHLAND DRIVE,1,85,13-Jun-13,  11  12  13  19  20  29  31,NO
48277,605,STEAK EXPRESS,125 SOUTHLAND DRIVE,1,97,11-Dec-13,   2  15  19,NO
31504,605,STEAK FEST,1408 MERCER ROAD,1,100,26-Sep-13,,NO
31504,605,STEAK FEST,1408 MERCER ROAD,1,97,11-Mar-14,   8  15,NO
61137,605,STEAK 'N SHAKE,1832 ALYSHEBA WAY,1,98,11-Jul-13,  15  19,NO
61137,605,STEAK 'N SHAKE,1832 ALYSHEBA WAY,1,94,23-Jan-14,  15  17  19,NO
61137,605,STEAK 'N SHAKE,1832 ALYSHEBA WAY,2,98,23-Jan-14,  15  19,NO
31506,605,STEAM ACADEMY,123 E SIXTH ST,1,100,13-Aug-13,,NO
31506,605,STEAM ACADEMY,123 E SIXTH ST,1,100,13-Aug-13,,NO
31506,605,STEAM ACADEMY,123 E SIXTH ST,1,100,17-Feb-14,,NO
32302,605,STELLA'S KY DELI,143 JEFFERSON STREET,1,98,18-Jun-13,  15  19,NO
32302,605,STELLA'S KY DELI,143 JEFFERSON STREET,1,93,20-Nov-13,  11  15  20,NO
32303,605,STONEWALL ELEMENTARY SCHOOL,3251 CORNWALL DR,1,100,24-Mar-14,,NO
32454,605,STUDENT CENTER,KITCHEN & CATERING,1,97,29-Oct-13,   8  31,NO
32454,605,STUDENT CENTER,KITCHEN & CATERING,1,98,28-Mar-14,8,NO
32171,605,SUBWAY,386 WOODLAND AVENUE,1,100,9-Sep-13,,NO
32171,605,SUBWAY,386 WOODLAND AVENUE,1,100,4-Mar-14,,NO
41435,605,SUBWAY,3650 BOSTON ROAD,1,100,10-Jul-13,,NO
41435,605,SUBWAY,3650 BOSTON ROAD,1,100,7-Jan-14,,NO
43186,605,SUBWAY,3401 NICHOLASVILLE ROAD FC-9,1,100,22-Nov-13,,NO
44250,605,SUBWAY,2312 PALUMBO DR #110,1,99,1-Nov-13,19,NO
44250,605,SUBWAY,2312 PALUMBO DR #110,1,100,26-Mar-14,,NO
44641,605,SUBWAY,1423 - A LEESTOWN ROAD,1,96,8-Jul-13,  19  26  31,NO
44641,605,SUBWAY,1423 - A LEESTOWN ROAD,1,96,2-Jan-14,  19  20  34,NO
46445,605,SUBWAY,690 E NEW CIRCLE RD,1,96,6-Aug-13,17,NO
46445,605,SUBWAY,690 E NEW CIRCLE RD,2,100,6-Aug-13,,NO
46445,605,SUBWAY,690 E NEW CIRCLE RD,1,91,10-Feb-14,   8  16  17  31,NO
46445,605,SUBWAY,690 E NEW CIRCLE RD,2,95,10-Feb-14,   8  16  31,NO
47024,605,SUBWAY,115 N LOCUST HILL DR  STE #103,1,99,17-Jul-13,19,NO
47024,605,SUBWAY,115 N LOCUST HILL DR  STE #103,1,100,7-Jan-14,,NO
49701,605,SUBWAY,410 W VINE ST,1,100,8-Nov-13,,NO
51322,605,SUBWAY,1951 STANTON WAY,1,93,6-Nov-13,   6  12  13,YES
51322,605,SUBWAY,1951 STANTON WAY,2,100,15-Nov-13,,NO
51322,605,SUBWAY,1951 STANTON WAY,1,98,7-May-14,  15  19,NO
54983,605,SUBWAY,210 OLD MT. TABOR RD.,1,98,10-Oct-13,  19  23,NO
54983,605,SUBWAY,210 OLD MT. TABOR RD.,1,98,28-Mar-14,  15  23,NO
59610,605,SUBWAY,785 NORTH BROADWAY,1,99,7-Aug-13,19,NO
59610,605,SUBWAY,785 NORTH BROADWAY,1,98,13-Jan-14,  18  20,NO
61613,605,SUBWAY,2160 SIR BARTON WAY,1,91,20-Dec-13,  11  13  19,YES
61613,605,SUBWAY,2160 SIR BARTON WAY,2,100,7-Jan-14,,NO
61613,605,SUBWAY,2160 SIR BARTON WAY,1,96,15-May-14,  13  20,NO
63195,605,SUBWAY,1202 A VERSAILLES ROAD,1,100,1-Oct-13,,NO
63195,605,SUBWAY,1202 A VERSAILLES ROAD,1,95,17-Mar-14,  13  15  19,NO
63195,605,SUBWAY,1202 A VERSAILLES ROAD,2,95,26-Mar-14,   1  19,NO
63195,605,SUBWAY,1202 A VERSAILLES ROAD,2,99,26-Mar-14,19,NO
63461,605,SUBWAY,4101 TATES CREEK RD #160,1,100,24-Sep-13,,NO
63461,605,SUBWAY,4101 TATES CREEK RD #160,1,100,18-Mar-14,,NO
66824,605,SUBWAY,175 E MAIN ST  STE #100,1,95,19-Sep-13,  13  34,YES
66824,605,SUBWAY,175 E MAIN ST  STE #100,2,98,30-Sep-13,26,NO
66824,605,SUBWAY,175 E MAIN ST  STE #100,2,98,30-Sep-13,26,NO
66824,605,SUBWAY,175 E MAIN ST  STE #100,1,98,19-Feb-14,  15  20,NO
67478,605,SUBWAY,125 E REYNOLDS RD STE 180,1,100,24-Jul-13,,NO
67478,605,SUBWAY,125 E REYNOLDS RD STE 180,1,97,13-Jan-14,13,YES
67478,605,SUBWAY,125 E REYNOLDS RD STE 180,2,97,27-Jan-14,13,NO
67478,605,SUBWAY,125 E REYNOLDS RD STE 180,2,100,31-Jan-14,,NO
70927,605,SUBWAY,1070 CHINOE RD STE 140,1,100,3-Jul-13,,NO
70927,605,SUBWAY,1070 CHINOE RD STE 140,1,100,18-Dec-13,,NO
71402,605,SUBWAY,3320 PARTNER PLACE #108,1,100,5-Dec-13,,NO
80475,605,SUBWAY,239 STUDENT SERVICES,1,100,28-Oct-13,,NO
80475,605,SUBWAY,239 STUDENT SERVICES,1,100,14-Mar-14,,NO
36123,605,SUBWAY  #2819,409 WALLER AVENUE,1,100,8-Jul-13,,NO
36123,605,SUBWAY  #2819,409 WALLER AVENUE,1,100,3-Jan-14,,NO
56508,605,SUBWAY #18997,3061 FIELDSTONE WAY,1,100,26-Sep-13,,NO
56508,605,SUBWAY #18997,3061 FIELDSTONE WAY,1,100,18-Mar-14,,NO
73337,605,SUBWAY #34835,630 E MAIN ST,1,100,13-Sep-13,,NO
73337,605,SUBWAY #34835,630 E MAIN ST,1,98,19-Mar-14,12,NO
73977,605,SUBWAY #36137 @WAL-MART,4051 NICHOLASVILLE RD. STE 125,1,95,21-Oct-13,3,NO
73977,605,SUBWAY #36137 @WAL-MART,4051 NICHOLASVILLE RD. STE 125,2,100,21-Oct-13,,NO
73977,605,SUBWAY #36137 @WAL-MART,4051 NICHOLASVILLE RD. STE 125,1,100,15-Apr-14,,NO
80974,605,SUBWAY #4767,1801 ALEXANDRIA DR #176,1,96,14-Nov-13,   8  23  32,NO
80974,605,SUBWAY #4767,1801 ALEXANDRIA DR #176,1,96,22-Apr-14,  13  32,YES
80974,605,SUBWAY #4767,1801 ALEXANDRIA DR #176,2,95,12-May-14,  12  20  23  32,NO
46591,605,SUBWAY #7507,"4218 SARON DR., SUITE 2",1,100,14-Nov-13,,NO
46591,605,SUBWAY #7507,"4218 SARON DR., SUITE 2",1,100,16-May-14,,NO
91743,605,SUBWAY @ RGAN,RALPH G ANDERSON BLDG.,1,100,7-Oct-13,,NO
91743,605,SUBWAY @ RGAN,RALPH G ANDERSON BLDG.,1,100,13-Mar-14,,NO
64941,605,SUBWAY @ WAL-MART,"3180 RICHMOND RD, STE #180",1,100,20-Jun-13,,NO
64941,605,SUBWAY @ WAL-MART,"3180 RICHMOND RD, STE #180",1,99,10-Dec-13,18,NO
75989,605,SUBWAY DELI,2358 NICHOLASVILLE ROAD,1,95,15-Nov-13,  13  34,NO
75989,605,SUBWAY DELI,2358 NICHOLASVILLE ROAD,2,100,27-Nov-13,,NO
75989,605,SUBWAY DELI,2358 NICHOLASVILLE ROAD,1,97,16-May-14,13,NO
70243,605,SUBWAY SOUTHLAND,360 SOUTHLAND DRIVE,1,100,2-May-14,,NO
70243,605,SUBWAY SOUTHLAND,360 SOUTHLAND DRIVE,1,100,2-May-14,,NO
67396,605,SUBWAY STORE #27479,3851 KENESAW DRIVE-SUITE 120,1,96,13-Aug-13,  19  31  34,NO
67396,605,SUBWAY STORE #27479,3851 KENESAW DRIVE-SUITE 120,1,100,31-Jan-14,,NO
89822,605,"SUBWAY, SKY 21 LLC DBA",409 W NEW CIRCLE RD,1,100,11-Jul-13,,NO
89822,605,"SUBWAY, SKY 21 LLC DBA",409 W NEW CIRCLE RD,1,100,10-Jan-14,,NO
77358,605,SUBWAY/AUNTIE ANN'S,"2350 GREY LAG WAY, #160",1,98,27-Dec-13,  20  32,NO
60105,605,SUGANO'S,1533 EASTLAND DRIVE #7,1,84,27-Jun-13,   3   4  11  12  18  31,NO
60105,605,SUGANO'S,1533 EASTLAND DRIVE #7,2,94,27-Jun-13,   4  12  18  31,NO
60105,605,SUGANO'S,1533 EASTLAND DRIVE #7,1,73,19-Dec-13,   1   2   3   4  11  12  17  18  30  34,YES
60105,605,SUGANO'S,1533 EASTLAND DRIVE #7,2,96,7-Jan-14,  18  19  30  31,NO
86953,605,SULLIVAN UNIVERSITY-LEX CAMPUS,2355 HARRODSBURG RD,1,100,28-Jun-13,,NO
86953,605,SULLIVAN UNIVERSITY-LEX CAMPUS,2355 HARRODSBURG RD,1,100,26-Dec-13,,NO
87111,605,"SUNDOWNS, LLC",628 DELZAN,1,100,24-Jun-13,,NO
87111,605,"SUNDOWNS, LLC",628 DELZAN,1,100,20-Dec-13,,NO
50640,605,SUNSET STRIPS,410 W. VINE STREET,1,97,8-Nov-13,  15  19  32,NO
50640,605,SUNSET STRIPS,410 W. VINE STREET,1,98,16-May-14,  31  32,NO
75076,605,SUPER 8 MOTEL,2351 BUENA VISTA ROAD,1,100,27-Jun-13,,NO
75076,605,SUPER 8 MOTEL,2351 BUENA VISTA ROAD,1,98,30-Dec-13,16,NO
75076,605,SUPER 8 MOTEL,2351 BUENA VISTA ROAD,1,90,25-Feb-14,   5  17  33,YES
75076,605,SUPER 8 MOTEL,2351 BUENA VISTA ROAD,2,100,7-Mar-14,,NO
62161,607,SUPER MERCADA AQUASCALIENTES 5,1424 ALEXANDRIA,1,96,16-Sep-13,   5  15  19,NO
62161,607,SUPER MERCADA AQUASCALIENTES 5,1424 ALEXANDRIA,1,90,18-Mar-14,   3  15  18  19  30  31,NO
62161,607,SUPER MERCADA AQUASCALIENTES 5,1424 ALEXANDRIA,2,95,18-Mar-14,  15  18  19  30  31,NO
76889,607,SUPER MERCADA AQUASCALIENTES-4,2341 WOODHILL DRIVE,1,87,28-Jun-13,   4   8  12  13  19  26  31,NO
76889,607,SUPER MERCADA AQUASCALIENTES-4,2341 WOODHILL DRIVE,1,98,8-Jul-13,  18  19,NO
76889,607,SUPER MERCADA AQUASCALIENTES-4,2341 WOODHILL DRIVE,1,90,6-Feb-14,   8  12  16  26  30  32,NO
79116,607,SUPER MERCADO AGUASCALIENTES #2,459 W. NEW CIRCLE RD,1,97,14-Nov-13,   8  15,NO
75421,607,SUPER MERCADO AGUASCALIENTES #5,2220 NICHOLASVILLE RD. STE 156,1,83,22-Jul-13,   1   4   5   8  13  19  23  26,YES
75421,607,SUPER MERCADO AGUASCALIENTES #5,2220 NICHOLASVILLE RD. STE 156,2,95,9-Aug-13,   5   8  18,NO
75421,607,SUPER MERCADO AGUASCALIENTES #5,2220 NICHOLASVILLE RD. STE 156,1,94,18-Feb-14,   8  19  31  34,NO
32309,605,SURVIVORS,161 E. REYNOLDS ROAD,1,97,19-Jun-13,   8  20,NO
32309,605,SURVIVORS,161 E. REYNOLDS ROAD,1,100,18-Dec-13,,NO
55505,605,SUTTON'S RESTAURANT,110 N. LOCUST HILL,1,93,19-Jun-13,   8  18  19  20  27,NO
55505,605,SUTTON'S RESTAURANT,110 N. LOCUST HILL,1,94,23-Dec-13,  15  32  33,NO
55505,605,SUTTON'S RESTAURANT,110 N. LOCUST HILL,2,98,23-Dec-13,  15  32,NO
63855,605,SWEET DADDYS BAR GRILL,401 E  5TH ST,1,94,26-Dec-13,  15  19  26  30  31,NO
94452,605,SWEET LILY'S,2573 RICHMOND RD SUITE 300,1,100,28-Jan-14,,NO
53966,605,SWEET MAGNOLIA/DOTTIE'S PIES,1050 CHINOE SHOPPING VILLAGE,1,100,17-Oct-13,,NO
43589,605,SWEET MANGO,389 ROSE STREET,1,100,21-Aug-13,,NO
43589,605,SWEET MANGO,389 ROSE STREET,1,90,10-Feb-14,   9  16  26  33,NO
43589,605,SWEET MANGO,389 ROSE STREET,2,94,10-Feb-14,   9  16  26,NO
60543,605,T.G.I. FRIDAYS,1916 PAVILLION WAY,1,98,26-Sep-13,  15  20,NO
60543,605,T.G.I. FRIDAYS,1916 PAVILLION WAY,2,99,16-Jan-14,30,NO
60543,605,T.G.I. FRIDAYS,1916 PAVILLION WAY,1,97,27-Mar-14,  15  19  30,NO
76646,605,T.G.I. FRIDAYS,144 ROJAY DRIVE,1,100,10-Oct-13,,NO
76646,605,T.G.I. FRIDAYS,144 ROJAY DRIVE,1,97,4-Apr-14,  15  16,NO
87126,605,TABLE 310,310 WEST SHORT ST,1,95,15-Aug-13,  15  19  26  32,NO
87126,605,TABLE 310,310 WEST SHORT ST,1,99,27-Mar-14,32,NO
32405,605,TACHIBANA  RESTAURANT,785 NEWTOWN COURT,1,89,15-Oct-13,   3   4   8  20  31,YES
32405,605,TACHIBANA  RESTAURANT,785 NEWTOWN COURT,2,97,29-Oct-13,   8  19,NO
30819,605,TACO BELL,2917 RICHMOND RD,1,99,8-Jul-13,20,NO
30819,605,TACO BELL,2917 RICHMOND RD,1,99,15-Jan-14,23,NO
31099,605,TACO BELL,2323 VERSAILLES RD,1,100,6-Dec-13,,NO
32414,605,TACO BELL,320 NW NEW CIRCLE RD,1,100,11-Jul-13,,NO
32414,605,TACO BELL,320 NW NEW CIRCLE RD,1,98,17-Dec-13,  15  19,NO
35907,605,TACO BELL,2275 NICHOLASVILLE RD,1,100,26-Nov-13,,NO
62344,605,TACO BELL,1935 PLAUDIT PLACE,1,95,10-Sep-13,   4  19  20  30,NO
62344,605,TACO BELL,1935 PLAUDIT PLACE,1,100,13-Mar-14,,NO
75825,605,TACO BELL,1768 SHARKEY WAY,1,98,18-Sep-13,  19  23,NO
75825,605,TACO BELL,1768 SHARKEY WAY,1,99,21-Mar-14,20,NO
52291,605,TACO BELL #16531,4121 TATES CREEK ROAD,1,100,29-Oct-13,,NO
52291,605,TACO BELL #16531,4121 TATES CREEK ROAD,1,100,18-Apr-14,,NO
45421,605,TACO BELL #4653,1063 NEW CIRCLE RD  NE,1,99,6-Aug-13,19,NO
45421,605,TACO BELL #4653,1063 NEW CIRCLE RD  NE,1,100,14-Feb-14,,NO
32409,605,TACO TICO,1483 BOARDWALK,1,97,19-Feb-14,  16  19,NO
72676,605,TAJ INDIA INDIAN RESTAURANT,154 PATCHEN DR #68,1,91,28-Oct-13,   8  12  18  19  29  31,NO
72676,605,TAJ INDIA INDIAN RESTAURANT,154 PATCHEN DR #68,1,97,15-Apr-14,  30  31  32,NO
47226,605,TALK OF THE TOWN CAFE,891 GEORGETOWN ST.,1,90,13-Nov-13,   8  11  12  19,NO
47226,605,TALK OF THE TOWN CAFE,891 GEORGETOWN ST.,2,95,13-Nov-13,   8  12  19,NO
47226,605,TALK OF THE TOWN CAFE,891 GEORGETOWN ST.,1,95,15-May-14,   2  12  19  20,NO
72281,605,TALON WINERY PAVILLION,7086 TATES CREEK ROAD,1,99,14-Oct-13,20,NO
72281,605,TALON WINERY PAVILLION,7086 TATES CREEK ROAD,1,100,8-Apr-14,,NO
39211,605,"TANBARK, THE",1121 TANBARK ROAD,1,100,4-Sep-13,,NO
39211,605,"TANBARK, THE",1121 TANBARK ROAD,1,100,4-Mar-14,,NO
62993,605,TANDOOR FLAMES,3130 MAPLE LEAF DR STE #170-180,1,94,28-Jun-13,   4   8  18  19,NO
62993,605,TANDOOR FLAMES,3130 MAPLE LEAF DR STE #170-180,1,94,7-Jan-14,   8  12  19  20,NO
30813,605,TAQUERIA SAN MIGUEL,684 E NEW CIRCLE RD,1,92,22-Nov-13,  11  15  20  31,NO
30813,605,TAQUERIA SAN MIGUEL,684 E NEW CIRCLE RD,2,97,22-Nov-13,  15  20  31,NO
30813,605,TAQUERIA SAN MIGUEL,684 E NEW CIRCLE RD,1,100,7-Mar-14,,NO
58838,607,TARGET STORE 1094,1940 PAVILLION WAY,1,98,26-Sep-13,26,NO
58838,607,TARGET STORE 1094,1940 PAVILLION WAY,1,99,27-Mar-14,23,NO
31152,607,TARGET STORES T-366,131 WEST REYNOLDS ROAD,1,100,13-Dec-13,,NO
93365,605,TASTE OF INDIA,2467 NICHOLASVILLE RD,1,100,3-Jul-13,,NO
93365,605,TASTE OF INDIA,2467 NICHOLASVILLE RD,1,100,6-Aug-13,,NO
93365,605,TASTE OF INDIA,2467 NICHOLASVILLE RD,1,96,10-Apr-14,1,NO
93365,605,TASTE OF INDIA,2467 NICHOLASVILLE RD,2,100,10-Apr-14,,NO
33567,605,TASTE OF THAI,101 - 105 WEST MAIN ST.,1,70,15-Aug-13,   3   4   5   8  11  13  15  16  19  20  26  30  31  34,YES
33567,605,TASTE OF THAI,101 - 105 WEST MAIN ST.,2,92,26-Aug-13,   4   5   8  19  30,NO
33567,605,TASTE OF THAI,101 - 105 WEST MAIN ST.,1,78,5-Feb-14,   8   9  12  15  17  18  19  20  26  29  30  31  34,YES
33567,605,TASTE OF THAI,101 - 105 WEST MAIN ST.,2,96,20-Feb-14,  12  19  30,NO
32420,605,TATES CREEK ELEMENTARY SCHOOL,1300 CENTRE PKWY,1,100,26-Sep-13,,NO
32420,605,TATES CREEK ELEMENTARY SCHOOL,1300 CENTRE PKWY,1,100,29-Apr-14,,NO
32421,605,TATES CREEK GOLF CLUB,1400 GAINESWAY DRIVE,1,96,9-Oct-13,  15  19  34,NO
32421,605,TATES CREEK GOLF CLUB,1400 GAINESWAY DRIVE,1,97,26-Mar-14,  16  19,NO
32422,605,TATES CREEK HIGH SCHOOL,1301 CENTRE PKWY,1,100,22-Oct-13,,NO
32422,605,TATES CREEK HIGH SCHOOL,1301 CENTRE PKWY,1,100,17-Mar-14,,NO
67278,605,TATES CREEK HIGH SCHOOL (FTBALL),1111 CENTRE PARKWAY,1,100,19-Nov-13,,NO
32423,605,TATES CREEK MIDDLE SCHOOL,1301 CENTRE PKWY,1,100,26-Sep-13,,NO
32423,605,TATES CREEK MIDDLE SCHOOL,1301 CENTRE PKWY,1,100,21-Mar-14,,NO
65638,605,TATES CREEK SOFTBALL BOOSTERS,1111 CENTRE PKWY,1,100,18-Apr-14,,NO
30784,605,T-BAR,500 EUCLID AVENUE,1,94,28-Jun-13,  19  26  30  34,NO
30784,605,T-BAR,500 EUCLID AVENUE,1,99,7-Feb-14,30,NO
69657,605,TED'S MONTANA GRILL,2304 SIR BARTON WAY STE #170,1,95,24-Jun-13,  12  18  29,NO
69657,605,TED'S MONTANA GRILL,2304 SIR BARTON WAY STE #170,1,98,1-Apr-14,5,NO
