Est Number,Reporting Area,Premise Name,Premise Address 1,Inspection Type,Score,Inspection Date,Violation List,Followup Required
40951,605,LEXINGTON GREEN MOVIES 8,200 LEXINGTON GREEN CIRCLE,1,100,28-Oct-13,,NO
40951,605,LEXINGTON GREEN MOVIES 8,200 LEXINGTON GREEN CIRCLE,1,100,15-Apr-14,,NO
31641,605,LEXINGTON ICE CENTER,560 EUREKA SPRINGS DRIVE,1,99,30-Oct-13,19,NO
31641,605,LEXINGTON ICE CENTER,560 EUREKA SPRINGS DRIVE,1,100,29-Apr-14,,NO
58584,605,LEXINGTON JUNIOR ACADEMY,968 LANE ALLEN RD,1,100,23-Sep-13,,NO
58584,605,LEXINGTON JUNIOR ACADEMY,968 LANE ALLEN RD,1,99,27-Mar-14,19,NO
31140,605,LEXINGTON RESCUE MISSION,444 GLEN ARVIN AVE,1,98,7-Aug-13,8,NO
31140,605,LEXINGTON RESCUE MISSION,444 GLEN ARVIN AVE,1,96,6-Feb-14,1,NO
31140,605,LEXINGTON RESCUE MISSION,444 GLEN ARVIN AVE,2,100,6-Feb-14,,NO
87962,605,LEXINGTON RESCUE MISSION THRIFT STORE,720 BRYAN AVE.,1,100,6-Aug-13,,NO
87962,605,LEXINGTON RESCUE MISSION THRIFT STORE,720 BRYAN AVE.,1,100,12-Feb-14,,NO
86108,605,LEXINGTON RESIDENCE INN,3110 WALL STREET,1,100,26-Sep-13,,NO
86108,605,LEXINGTON RESIDENCE INN,3110 WALL STREET,1,100,13-Mar-14,,NO
62513,605,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,1,99,25-Nov-13,31,NO
31643,605,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,1,95,6-Nov-13,  17  19,NO
31643,605,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,2,99,6-Nov-13,19,NO
31643,605,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,1,94,14-May-14,  11  31,NO
31643,605,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,2,99,14-May-14,31,NO
77815,607,LEXINGTON SEAFOOD MARKET,867 E. HIGH STREET,1,99,26-Jul-13,19,NO
77815,607,LEXINGTON SEAFOOD MARKET,867 E. HIGH STREET,1,99,29-Jan-14,15,NO
30883,605,LEXINGTON TENNIS CLUB SNACKBAR,410 REDDING ROAD,1,99,8-Aug-13,19,NO
30883,605,LEXINGTON TENNIS CLUB SNACKBAR,410 REDDING ROAD,1,100,10-Feb-14,,NO
31649,605,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE ST,1,100,25-Oct-13,,NO
31649,605,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE ST,1,100,22-Apr-14,,NO
93890,605,LEXMARK CENTER FOR CHILDREN,500 PARK PLACE,1,100,13-Sep-13,,NO
93890,605,LEXMARK CENTER FOR CHILDREN,500 PARK PLACE,1,100,6-Mar-14,,NO
85076,605,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,1,98,11-Jul-13,12,NO
85076,605,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,1,100,14-Feb-14,,NO
82073,605,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,1,99,26-Sep-13,19,NO
82073,605,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,1,100,6-Mar-14,,NO
63161,605,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,1,88,9-Oct-13,   1  11  19  30  31,NO
63161,605,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,2,97,9-Oct-13,  19  20  31,NO
63161,605,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,2,97,9-Oct-13,  19  20  31,NO
63161,605,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,1,97,4-Apr-14,   2  19  31,NO
77785,605,"LIGHTHOUSE MINISTRIES, INC.",185 ELM TREE LANE,1,100,6-Nov-13,,NO
66979,605,LIMESTONE BLUE,133 NORTH LIMESTONE,1,97,15-Jul-13,  15  19  31,NO
66979,605,LIMESTONE BLUE,133 NORTH LIMESTONE,1,99,10-Jan-14,20,NO
30874,605,LINKBELT,2651 PALUMBO DRIVE,1,98,10-Oct-13,  19  20,NO
30874,605,LINKBELT,2651 PALUMBO DRIVE,1,100,4-Apr-14,,NO
31690,607,LIQUOR BARN,3040 RICHMOND ROAD,1,100,15-Jul-13,,NO
31690,607,LIQUOR BARN,3040 RICHMOND ROAD,1,94,14-Jan-14,   5  12  26,NO
72763,607,LIQUOR BARN,1837 PLAUDIT PLACE,1,100,26-Sep-13,,NO
72763,607,LIQUOR BARN,1837 PLAUDIT PLACE,1,98,13-Mar-14,26,NO
54922,607,LIQUOR BARN @ CORNER DELI,921 BEAUMONT CENTRE PKWY,1,100,7-Oct-13,,NO
54922,607,LIQUOR BARN @ CORNER DELI,921 BEAUMONT CENTRE PKWY,1,98,22-Apr-14,  19  20,NO
48865,605,LITTLE CAESAR'S PIZZA,2003 VERSAILLES ROAD,1,97,18-Sep-13,  12  20,NO
48865,605,LITTLE CAESAR'S PIZZA,2003 VERSAILLES ROAD,1,95,12-Feb-14,   9  12  20,NO
62854,605,LITTLE CAESAR'S PIZZA,3601 B WALDEN DRIVE,1,100,8-Oct-13,,NO
62854,605,LITTLE CAESAR'S PIZZA,3601 B WALDEN DRIVE,1,100,2-Apr-14,,NO
66936,605,LITTLE CAESAR'S PIZZA,3735 PALOMAR CTR #70,1,100,7-Oct-13,,NO
66936,605,LITTLE CAESAR'S PIZZA,3735 PALOMAR CTR #70,1,100,7-Oct-13,,NO
66936,605,LITTLE CAESAR'S PIZZA,3735 PALOMAR CTR #70,1,98,10-Apr-14,  23  31,NO
74414,605,LITTLE CAESAR'S PIZZA,135 E NEW CIRCLE RD  #110,1,99,13-Nov-13,30,NO
74414,605,LITTLE CAESAR'S PIZZA,135 E NEW CIRCLE RD  #110,1,96,15-Apr-14,  12  23  30,NO
43021,605,LITTLE CAESAR'S PIZZA #1584,115 N. LOCUST HILL,1,98,13-Sep-13,12,NO
43021,605,LITTLE CAESAR'S PIZZA #1584,115 N. LOCUST HILL,1,90,24-Mar-14,  11  12  18  19  30,NO
43021,605,LITTLE CAESAR'S PIZZA #1584,115 N. LOCUST HILL,2,95,24-Mar-14,  12  18  19  31,NO
55899,605,LITTLE RASCALS,1410 NORTH FORBES ROAD,1,100,24-Jul-13,,NO
55899,605,LITTLE RASCALS,1410 NORTH FORBES ROAD,1,96,21-Jan-14,  26  34,NO
75331,605,"LOCAL TACO, THE",315 S LIMESTONE,1,100,12-Sep-13,,NO
75331,605,"LOCAL TACO, THE",315 S LIMESTONE,1,95,13-Mar-14,3,NO
75331,605,"LOCAL TACO, THE",315 S LIMESTONE,2,100,13-Mar-14,,NO
63097,605,LOGAN'S ROADHOUSE,1908 PAVILLION WAY,1,86,25-Jun-13,   8  12  13  17  19  30  31,YES
63097,605,LOGAN'S ROADHOUSE,1908 PAVILLION WAY,1,94,3-Jan-14,  15  19  20  26  31,NO
32481,605,LOGAN'S ROADHOUSE RESTAURANT,1250 S BROADWAY,1,97,5-Dec-13,  26  31,NO
74940,605,LOGAN'S ROADHOUSE RESTAURANT,140 ROJAY DRIVE,1,93,11-Dec-13,  11  26,NO
74940,605,LOGAN'S ROADHOUSE RESTAURANT,140 ROJAY DRIVE,1,93,11-Dec-13,  11  26,NO
74940,605,LOGAN'S ROADHOUSE RESTAURANT,140 ROJAY DRIVE,2,98,11-Dec-13,26,NO
31711,605,LONG JOHN SILVER'S #11,4151 TATES CREEK CENTER,1,100,16-Dec-13,,NO
31701,605,LONG JOHN SILVER'S #12,2197 VERSAILLES ROAD,1,97,10-Sep-13,  12  19,NO
31701,605,LONG JOHN SILVER'S #12,2197 VERSAILLES ROAD,1,98,27-Feb-14,  20  23,NO
61454,605,LONGHORN STEAK HOUSE #5187,2217 HARRODSBURG RD,1,93,16-Dec-13,  14  17,NO
61454,605,LONGHORN STEAK HOUSE #5187,2217 HARRODSBURG RD,2,100,16-Dec-13,,NO
81926,605,LOTS OF LOVE LEARNING CENTER,1507 VERSAILLES RD,1,96,7-Oct-13,  15  16  19,NO
81926,605,LOTS OF LOVE LEARNING CENTER,1507 VERSAILLES RD,1,99,7-Apr-14,19,NO
31725,605,LOUDON SQUARE BUFFET,801 NORTH BROADWAY,2,90,7-Jun-13,  15  18  19  23  29  30  31  34,NO
31725,605,LOUDON SQUARE BUFFET,801 NORTH BROADWAY,1,95,14-Nov-13,  12  15  18  31,NO
31725,605,LOUDON SQUARE BUFFET,801 NORTH BROADWAY,1,92,5-May-14,   9  12  15  16  31,NO
45453,605,LUCKY HIBACHI BUFFET,180 EAST NEW CIRCLE RD,1,74,24-Jul-13,   1   5   6   8  12  13  17  19  20  28  30,YES
45453,605,LUCKY HIBACHI BUFFET,180 EAST NEW CIRCLE RD,1,90,8-Aug-13,   5  17  20  26  30,NO
45453,605,LUCKY HIBACHI BUFFET,180 EAST NEW CIRCLE RD,1,97,21-Aug-13,   6  15,NO
45453,605,LUCKY HIBACHI BUFFET,180 EAST NEW CIRCLE RD,1,80,13-Feb-14,   1   5   8  11  14  15  18  19  20,NO
45453,605,LUCKY HIBACHI BUFFET,180 EAST NEW CIRCLE RD,2,92,13-Feb-14,   5   8  15  18  19  20,NO
33179,605,LUNDY'S OF LEXINGTON,1389 PRIDEMORE COURT,1,98,3-Jun-13,27,NO
33179,605,LUNDY'S OF LEXINGTON,1389 PRIDEMORE COURT,1,98,30-Dec-13,  19  20,NO
31736,605,LYNAGH'S,384 WOODLAND AVENUE,1,94,13-Mar-14,   5  15  19  20  30,NO
32517,605,LYNAGH'S SHAMROCK BAR & GRILL,154 PATCHEN DRIVE #87A,1,97,9-Jul-13,  15  19  31,NO
32517,605,LYNAGH'S SHAMROCK BAR & GRILL,154 PATCHEN DRIVE #87A,1,88,25-Feb-14,   5  15  16  19  26  33,NO
32517,605,LYNAGH'S SHAMROCK BAR & GRILL,154 PATCHEN DRIVE #87A,2,92,25-Feb-14,   5  15  16  19  26,NO
55898,605,LYSA SOCCERPLEX, MASTERSON STATION PARK,1,100,20-Jun-13,,NO
55898,605,LYSA SOCCERPLEX, MASTERSON STATION PARK,1,100,22-Nov-13,,NO
55898,605,LYSA SOCCERPLEX, MASTERSON STATION PARK,1,100,21-Mar-14,,NO
86979,605,MAD MUSHROOM OF CLAYS MILL INC,3340 CLAYS MILL RD,1,100,11-Jun-13,,NO
86979,605,MAD MUSHROOM OF CLAYS MILL INC,3340 CLAYS MILL RD,1,94,11-Dec-13,  13  16  20,YES
86979,605,MAD MUSHROOM OF CLAYS MILL INC,3340 CLAYS MILL RD,2,100,23-Dec-13,,NO
55735,605,MAD MUSHROOM PIZZA,341 -B S  LIMESTONE ST,1,96,25-Sep-13,  15  16  19,NO
55735,605,MAD MUSHROOM PIZZA,341 -B S  LIMESTONE ST,1,94,17-Mar-14,  15  19  33,NO
55735,605,MAD MUSHROOM PIZZA,341 -B S  LIMESTONE ST,2,98,17-Mar-14,  15  19,NO
50321,605,MAGEE'S BAKERY,724 -726 E MAIN ST,1,93,13-Nov-13,   5  12  16  19,NO
83433,605,MAI THAI RESTAURANT,131 W TIVERTON WAY #170,1,93,17-Jun-13,   4   8   9  19,NO
83433,605,MAI THAI RESTAURANT,131 W TIVERTON WAY #170,1,97,17-Dec-13,   8  15,NO
31628,605,MAIN EXPOSITION (EAST),430 W. VINE STREET,1,100,29-Oct-13,,NO
31628,605,MAIN EXPOSITION (EAST),430 W. VINE STREET,1,100,19-Mar-14,,NO
86711,605,MAIN PANTRY,4201 VERSAILLES RD,1,98,8-Oct-13,  18  32,NO
86711,605,MAIN PANTRY,4201 VERSAILLES RD,1,100,9-Apr-14,,NO
87028,605,MAIN STREET DELI,380 WEST MAIN,1,89,19-Jun-13,   1  15  18  19  33,NO
87028,605,MAIN STREET DELI,380 WEST MAIN,2,97,19-Jun-13,  15  18  19,NO
87028,605,MAIN STREET DELI,380 WEST MAIN,1,95,13-Dec-13,   8  15  18  19,NO
31744,605,MALABU PUB AND GRILLE,239 SURFSIDE DR,1,96,31-Oct-13,  12  34,NO
31744,605,MALABU PUB AND GRILLE,239 SURFSIDE DR,1,98,30-Apr-14,34,NO
94829,605,MALIBU JACK'S,3025 BLAKE JAMES DR.,1,100,7-Mar-14,,NO
64612,605,MALONE'S,1920 PLEASANT RIDGE DR,1,95,27-Dec-13,   8  15  20  23,NO
81350,605,MALONE'S,3735 PALOMAR CENTRE DRIVE,1,99,24-Jun-13,20,NO
81350,605,MALONE'S,3735 PALOMAR CENTRE DRIVE,1,100,30-Dec-13,,NO
59830,605,MALONE'S - DRAKE'S,3347 TATES CREEK RD,1,97,24-Jun-13,   4  19,NO
59830,605,MALONE'S - DRAKE'S,3347 TATES CREEK RD,1,92,27-Dec-13,   8  16  17,NO
59830,605,MALONE'S - DRAKE'S,3347 TATES CREEK RD,2,97,9-Jan-14,  16  18,NO
78857,605,MAN O'WAR FOUNDATION FARMHOUSE,4089 IRONWORKS PKWY,1,82,24-Sep-13,   1   3   9  12  13  18  20,YES
78857,605,MAN O'WAR FOUNDATION FARMHOUSE,4089 IRONWORKS PKWY,2,100,3-Oct-13,,NO
78857,605,MAN O'WAR FOUNDATION FARMHOUSE,4089 IRONWORKS PKWY,1,98,11-Mar-14,29,NO
57693,605,MANCINO'S,1590 -A LEESTOWN RD,1,100,26-Jun-13,,NO
57693,605,MANCINO'S,1590 -A LEESTOWN RD,1,99,27-Dec-13,31,NO
74990,605,MANDARIN,"2220 NICHOLASVILLE, STE. 120",1,95,12-May-14,   8  15  26,NO
31988,607,MARATHON - PARIS PIKE,2353 PARIS PIKE,1,95,4-Nov-13,   6  19  34,NO
31988,607,MARATHON - PARIS PIKE,2353 PARIS PIKE,1,84,8-May-14,   3   4   6  13  15  19  29,YES
32973,607,MARATHON MART,300 N. MARTIN LUTHER KING BLVD,1,94,5-Dec-13,  19  27  30  34,NO
41125,607,"MARATHON, SPEAKS",1900 NEWTOWN PIKE,1,100,12-Aug-13,,NO
41125,607,"MARATHON, SPEAKS",1900 NEWTOWN PIKE,1,91,13-Jan-14,  13  19  20  33,YES
86726,605,MARCO'S PIZZA #1172,115 N LOCUST HILL DR. #117,1,99,17-Jul-13,19,NO
86726,605,MARCO'S PIZZA #1172,115 N LOCUST HILL DR. #117,1,100,9-Jan-14,,NO
77200,605,MARCO'S PIZZA #1226,2348 NICHOLASVILLE RD STE. 120,1,94,7-Jun-13,  16  33,NO
77200,605,MARCO'S PIZZA #1226,2348 NICHOLASVILLE RD STE. 120,2,98,7-Jun-13,16,NO
77200,605,MARCO'S PIZZA #1226,2348 NICHOLASVILLE RD STE. 120,1,100,25-Nov-13,,NO
63423,607,MARIANA'S,2350 WOODHILL DR. #4,1,96,24-Jun-13,   8  15  18,NO
63423,607,MARIANA'S,2350 WOODHILL DR. #4,1,99,6-Jan-14,18,NO
88423,605,MARIA'S KITCHEN,895 N BROADWAY,1,96,29-Aug-13,   8  30  31,NO
88423,605,MARIA'S KITCHEN,895 N BROADWAY,1,98,24-Jan-14,  30  31,NO
32261,605,MARIKKA'S REST. & BIER STUBE,411 SOUTHLAND DRIVE,1,100,19-Jun-13,,NO
32261,605,MARIKKA'S REST. & BIER STUBE,411 SOUTHLAND DRIVE,1,96,27-Dec-13,17,YES
32261,605,MARIKKA'S REST. & BIER STUBE,411 SOUTHLAND DRIVE,2,100,6-Jan-14,,NO
31761,605,MARINO'S DAY CARE CENTER,130 WEST FIFTH STREET,1,100,12-Nov-13,,NO
31761,605,MARINO'S DAY CARE CENTER,130 WEST FIFTH STREET,1,100,30-Apr-14,,NO
68766,607,MARISSA'S COCINA ECONOMICA,3330 PARTNER PLACE STE 114,1,100,15-May-14,,NO
67546,605,"MARK JENSEN CATERING, LLC",148 VICTORY AVE,1,100,27-Aug-13,,NO
44287,605,MARRIOTT 19TH HOLE @ GRIFFIN GATE,1800 NEWTOWN PIKE,1,94,25-Sep-13,   8  16  23  31,NO
69424,607,MARRIOTT RESIDENCE INN -FOOD,2688 PINK PIGEON WAY,1,98,12-Dec-13,8,NO
30691,605,MARRIOTT RESORT,1800 NEWTOWN PIKE,1,93,25-Sep-13,   3   4,NO
30691,605,MARRIOTT RESORT,1800 NEWTOWN PIKE,2,98,25-Sep-13,4,NO
30691,605,MARRIOTT RESORT,1800 NEWTOWN PIKE,1,97,13-Feb-14,  15  16,NO
63536,605,MARTIN LUTHER KING ACADEMY,2200 LIBERTY RD,1,100,17-Oct-13,,NO
63536,605,MARTIN LUTHER KING ACADEMY,2200 LIBERTY RD,1,100,14-Apr-14,,NO
41853,605,MARTINE'S,1039 INDUSTRY RD,1,98,10-Jul-13,12,NO
41853,605,MARTINE'S,1039 INDUSTRY RD,1,99,7-Jan-14,15,NO
57081,605,MARY QUEEN HOLY ROSARY SCHOOL,605 HILL N DALE,1,100,23-Oct-13,,NO
57081,605,MARY QUEEN HOLY ROSARY SCHOOL,605 HILL N DALE,1,99,26-Mar-14,19,NO
31763,605,MARY TODD ELEMENTARY SCHOOL,551 PARKSIDE DR,1,100,24-Sep-13,,NO
31763,605,MARY TODD ELEMENTARY SCHOOL,551 PARKSIDE DR,1,100,20-Feb-14,,NO
56509,605,MASALA INDIAN CUISINE,"3061 FIELDSTONE WAY, SUITE 600",1,92,19-Sep-13,   9  17  19  31,NO
56509,605,MASALA INDIAN CUISINE,"3061 FIELDSTONE WAY, SUITE 600",2,96,19-Sep-13,   9  19  31,NO
56509,605,MASALA INDIAN CUISINE,"3061 FIELDSTONE WAY, SUITE 600",1,75,13-Mar-14,   1   3   5   8   9  13  15  19  32  33,NO
56509,605,MASALA INDIAN CUISINE,"3061 FIELDSTONE WAY, SUITE 600",2,96,24-Mar-14,   9  18  19,NO
31765,605,MAXWELL ELEMENTARY SCHOOL,333 WOODLAND AVE,1,100,18-Sep-13,,NO
31765,605,MAXWELL ELEMENTARY SCHOOL,333 WOODLAND AVE,1,100,10-Mar-14,,NO
43424,605,MAXWELL ST. PRESBYTERIAN CHUR.,180 E. MAXWELL STREET,1,99,19-Jun-13,23,NO
43424,605,MAXWELL ST. PRESBYTERIAN CHUR.,180 E. MAXWELL STREET,1,100,26-Dec-13,,NO
31768,605,MAYFAIR MANOR,3300 TATES CREEK ROAD,1,100,12-Jul-13,,NO
31768,605,MAYFAIR MANOR,3300 TATES CREEK ROAD,1,100,13-Jan-14,,NO
31769,605,MAYFAIR VILLAGE,3310 TATES CREEK ROAD,1,98,12-Jul-13,  15  31,NO
31769,605,MAYFAIR VILLAGE,3310 TATES CREEK ROAD,1,100,13-Jan-14,,NO
31769,605,MAYFAIR VILLAGE,3310 TATES CREEK ROAD,1,99,4-Apr-14,18,NO
90195,605,MC ALISTER'S DELI,836 EUCLID AVE #105,1,92,23-Oct-13,  13  15  17,YES
90195,605,MC ALISTER'S DELI,836 EUCLID AVE #105,2,99,4-Nov-13,15,NO
90195,605,MC ALISTER'S DELI,836 EUCLID AVE #105,1,100,1-May-14,,NO
54985,605,MCCARTHY'S IRISH BAR,117 S UPPER ST,1,96,15-Aug-13,  18  19  26,NO
54985,605,MCCARTHY'S IRISH BAR,117 S UPPER ST,1,99,5-Feb-14,15,NO
31771,605,MCDONALD'S,357 SOUTH LIMESTONE,1,99,8-Nov-13,18,NO
31771,605,MCDONALD'S,357 SOUTH LIMESTONE,1,97,22-Apr-14,   9  19,NO
31774,605,MCDONALD'S,1499 RUSSELL CAVE RD.,1,95,20-Sep-13,   9  16  30,NO
31774,605,MCDONALD'S,1499 RUSSELL CAVE RD.,1,96,29-Jan-14,   9  15  18,NO
31776,605,MCDONALD'S,2271 ELKHORN DRIVE,1,91,27-Jun-13,   9  11  15  20,NO
31776,605,MCDONALD'S,2271 ELKHORN DRIVE,2,96,27-Jun-13,   9  15  20,NO
31776,605,MCDONALD'S,2271 ELKHORN DRIVE,1,95,17-Dec-13,  15  18  19  27,NO
31778,605,MCDONALD'S,4131 TATES CREEK CTR,1,98,28-Aug-13,  15  18,NO
31778,605,MCDONALD'S,4131 TATES CREEK CTR,1,99,30-Jan-14,15,NO
40357,605,MCDONALD'S,1962 HARRODSBURG RD,1,93,14-Oct-13,  15  31  32  33,NO
40357,605,MCDONALD'S,1962 HARRODSBURG RD,2,97,14-Oct-13,  15  31  32,NO
40357,605,MCDONALD'S,1962 HARRODSBURG RD,1,98,11-Apr-14,  15  20,NO
56836,605,MCDONALD'S,1954 STANTON WAY,1,100,3-Sep-13,,NO
56836,605,MCDONALD'S,1954 STANTON WAY,1,100,7-Oct-13,,NO
56836,605,MCDONALD'S,1954 STANTON WAY,1,98,21-Apr-14,  15  19,NO
61196,605,MCDONALD'S,1921 PLAUDIT PLACE,1,98,12-Aug-13,  15  20,NO
61196,605,MCDONALD'S,1921 PLAUDIT PLACE,1,100,29-Jan-14,,NO
61196,605,MCDONALD'S,1921 PLAUDIT PLACE,1,98,4-Apr-14,  15  18,NO
62236,605,MCDONALD'S,1620 LEESTOWN ROAD,1,99,26-Jun-13,20,NO
62236,605,MCDONALD'S,1620 LEESTOWN ROAD,1,96,20-Dec-13,  18  23  34,NO
63424,605,MCDONALD'S,100 MARKET PLACE  DR.,1,98,20-Nov-13,26,NO
64638,605,MCDONALD'S,768 WINCHESTER ROAD-SUITE 100,1,97,11-Jul-13,   9  15,NO
64638,605,MCDONALD'S,768 WINCHESTER ROAD-SUITE 100,1,99,27-Jan-14,20,NO
71210,605,MCDONALD'S,5521 ATHENS-BOONESBORO ROAD,1,100,17-Mar-14,,NO
31775,605,MCDONALD'S #2918,2576  RICHMOND ROAD,1,98,7-Oct-13,  15  19,NO
31775,605,MCDONALD'S #2918,2576  RICHMOND ROAD,1,99,25-Mar-14,18,NO
31777,605,MCDONALD'S #6111,1114 E NEW CIRCLE RD,1,80,1-Oct-13,   8   9  12  17  18  19  24  26  30  31,YES
31777,605,MCDONALD'S #6111,1114 E NEW CIRCLE RD,2,95,10-Oct-13,   9  12  19,NO
31777,605,MCDONALD'S #6111,1114 E NEW CIRCLE RD,1,98,5-Mar-14,12,NO
31772,605,MCDONALD'S #989,2321 VERSAILLES RD,1,92,18-Sep-13,  15  17  18  19  20,NO
31772,605,MCDONALD'S #989,2321 VERSAILLES RD,2,96,18-Sep-13,  15  18  19  20,NO
31772,605,MCDONALD'S #989,2321 VERSAILLES RD,1,92,11-Mar-14,   8  12  18  20  23  32,NO
42873,605,MCDONALD'S RESTAURANT,3765 PALOMAR CENTRE,1,100,19-Nov-13,,NO
31773,605,MCDONALD'S RESTAURANT #1231,2483 NICHOLASVILLE ROAD,1,98,11-Nov-13,26,NO
31773,605,MCDONALD'S RESTAURANT #1231,2483 NICHOLASVILLE ROAD,1,100,12-May-14,,NO
31780,605,MEADOWTHORPE CAFE,1415 LEESTOWN RD,1,87,23-Sep-13,   1  15  17  19  20  30  31,YES
31780,605,MEADOWTHORPE CAFE,1415 LEESTOWN RD,2,95,23-Sep-13,  15  19  20  30  31,NO
31780,605,MEADOWTHORPE CAFE,1415 LEESTOWN RD,1,92,24-Feb-14,  15  17  19  30  31,YES
31780,605,MEADOWTHORPE CAFE,1415 LEESTOWN RD,2,96,10-Mar-14,  15  19  30  31,NO
31780,605,MEADOWTHORPE CAFE,1415 LEESTOWN RD,2,92,10-Mar-14,   1  15  19  30  31,NO
31781,605,MEADOWTHORPE ELEM SCHOOL,1710 FORBES RD,1,100,19-Sep-13,,NO
31781,605,MEADOWTHORPE ELEM SCHOOL,1710 FORBES RD,1,100,26-Nov-13,,NO
31781,605,MEADOWTHORPE ELEM SCHOOL,1710 FORBES RD,1,100,13-Feb-14,,NO
31973,605,MEALS ON WHEELS,460 EAST MAIN STREET,1,99,19-Jun-13,19,NO
31973,605,MEALS ON WHEELS,460 EAST MAIN STREET,1,100,17-Dec-13,,NO
65872,605,MEGAMINDS EDUCARE,679 LIMA DRIVE,1,100,24-Oct-13,,NO
65872,605,MEGAMINDS EDUCARE,679 LIMA DRIVE,1,100,16-Apr-14,,NO
63204,607,MEIJER #184,351 WEST REYNOLDS RD,1,100,25-Jun-13,,NO
63204,607,MEIJER #184,351 WEST REYNOLDS RD,1,99,26-Dec-13,23,NO
63204,607,MEIJER #184,351 WEST REYNOLDS RD,2,99,26-Dec-13,23,NO
63445,607,MEIJER GAS STATION #184,391 WEST REYNOLDS RD,1,100,16-Oct-13,,NO
63445,607,MEIJER GAS STATION #184,391 WEST REYNOLDS RD,1,100,10-Apr-14,,NO
60843,607,MEIJER GREAT LAKES #161 - GAS, GAS STATION,1,100,4-Nov-13,,NO
60843,607,MEIJER GREAT LAKES #161 - GAS, GAS STATION,1,100,24-Apr-14,,NO
60841,607,MEIJER GREAT LAKES LP #161,2155 SIR BARTON WAY,1,95,18-Jun-13,   8  18  26,NO
60841,607,MEIJER GREAT LAKES LP #161,2155 SIR BARTON WAY,1,100,24-Jan-14,,NO
69920,605,MELLOW MUSHROOM,503 SOUTH UPPER STREET,1,96,12-Nov-13,   8  15  20,NO
69920,605,MELLOW MUSHROOM,503 SOUTH UPPER STREET,1,100,13-May-14,,NO
81072,605,"MELTING POT, THE",152 W TIVERTON WAY STE 130,1,100,11-Jun-13,,NO
81072,605,"MELTING POT, THE",152 W TIVERTON WAY STE 130,1,100,20-Dec-13,,NO
31976,605,MERRICK INN,1074 MERRICK DRIVE,1,100,23-Sep-13,,NO
31976,605,MERRICK INN,1074 MERRICK DRIVE,1,97,26-Mar-14,   8  15,NO
92993,605,MI MEXICO RESTAURANT,818 E NEW CIRCLE RD.,1,90,7-Jan-14,   3   4  19  34,NO
92993,605,MI MEXICO RESTAURANT,818 E NEW CIRCLE RD.,2,95,7-Jan-14,   4  19  34,NO
92993,605,MI MEXICO RESTAURANT,818 E NEW CIRCLE RD.,2,100,7-May-14,,NO
92993,605,MI MEXICO RESTAURANT,818 E NEW CIRCLE RD.,1,96,12-May-14,   9  18  20,NO
45726,605,MI PEQUENA HACIENDA,3501 LANSDOWNE DR,1,100,11-Nov-13,,NO
45726,605,MI PEQUENA HACIENDA,3501 LANSDOWNE DR,1,97,23-Apr-14,   5  19,NO
85262,605,MICROTEL INN,2240 BUENA VISTA DR,1,100,27-Jun-13,,NO
85262,605,MICROTEL INN,2240 BUENA VISTA DR,1,100,30-Dec-13,,NO
51398,605,MILK AND HONEY PRESCHOOL,2700 TODDS ROAD,1,89,1-Oct-13,   1   5  12  13,YES
51398,605,MILK AND HONEY PRESCHOOL,2700 TODDS ROAD,1,100,10-Oct-13,,NO
51398,605,MILK AND HONEY PRESCHOOL,2700 TODDS ROAD,1,100,4-Apr-14,,NO
92548,607,MILL STREET MINI MART,112 N MILL ST.,1,96,2-Oct-13,   5  26,NO
92548,607,MILL STREET MINI MART,112 N MILL ST.,1,98,25-Feb-14,26,NO
31983,605,MILLCREEK ELEMENTARY SCHOOL,3660 APPIAN WAY,1,100,13-Sep-13,,NO
31983,605,MILLCREEK ELEMENTARY SCHOOL,3660 APPIAN WAY,1,100,7-Mar-14,,NO
31985,607,MINI MART DELI & GROCERY,3527 LANSDOWNE DRIVE,1,100,5-Jun-13,,NO
31985,607,MINI MART DELI & GROCERY,3527 LANSDOWNE DRIVE,1,100,11-Dec-13,,NO
88572,605,MINI MOVERS LEARNING CENTER,338 BLACKBURN AVE.,1,100,1-Aug-13,,NO
88572,605,MINI MOVERS LEARNING CENTER,338 BLACKBURN AVE.,1,100,13-Jan-14,,NO
32467,605,MIRACLES & WONDERS PLAY & LEARN CNTR,1183 DEVONPORT DRIVE,1,95,8-Aug-13,  13  15  19,NO
